Date,SSO,SPY,SSO Return,SPY Return,,,,,,,
9/11/2006,32.154846,100.943413,-0.03%,0.10%,,,,,,,
9/12/2006,32.783188,101.934189,1.95%,0.98%,,,,,,,
9/13/2006,33.103695,102.344467,0.98%,0.40%,,,,,,,
9/14/2006,32.943424,102.352211,-0.48%,0.01%,,,,,,,
9/15/2006,33.225975,102.592453,0.86%,0.23%,,,,,,,
9/18/2006,33.221741,102.732414,-0.01%,0.14%,,,,,,,
9/19/2006,33.006695,102.475822,-0.65%,-0.25%,,,,,,,
9/20/2006,33.407318,103.02005,1.21%,0.53%,,,,,,,
9/21/2006,33.044643,102.522476,-1.09%,-0.48%,,,,,,,
9/22/2006,32.863316,102.21151,-0.55%,-0.30%,,,,,,,
9/25/2006,33.474781,102.996719,1.86%,0.77%,,,,,,,
9/26/2006,33.913345,103.851891,1.31%,0.83%,,,,,,,
9/27/2006,33.997696,103.976295,0.25%,0.12%,,,,,,,
9/28/2006,34.107327,103.937424,0.32%,-0.04%,,,,,,,
9/29/2006,33.968178,103.851891,-0.41%,-0.08%,,,,,,,
10/2/2006,33.685638,103.463165,-0.83%,-0.37%,,,,,,,
10/3/2006,33.807922,103.680862,0.36%,0.21%,,,,,,,
10/4/2006,34.600731,104.893692,2.35%,1.17%,,,,,,,
10/5/2006,34.765186,105.095818,0.48%,0.19%,,,,,,,
10/6/2006,34.663979,104.963661,-0.29%,-0.13%,,,,,,,
10/9/2006,34.697731,105.025826,0.10%,0.06%,,,,,,,
10/10/2006,34.803146,105.16581,0.30%,0.13%,,,,,,,
10/11/2006,34.663979,105.041405,-0.40%,-0.12%,,,,,,,
10/12/2006,35.283886,105.950989,1.79%,0.87%,,,,,,,
10/13/2006,35.448353,106.22316,0.47%,0.26%,,,,,,,
10/16/2006,35.558006,106.386398,0.31%,0.15%,,,,,,,
10/17/2006,35.271233,106.052094,-0.81%,-0.31%,,,,,,,
10/18/2006,35.372448,106.192001,0.29%,0.13%,,,,,,,
10/19/2006,35.435684,106.36306,0.18%,0.16%,,,,,,,
10/20/2006,35.486313,106.386398,0.14%,0.02%,,,,,,,
10/23/2006,35.815247,106.876167,0.93%,0.46%,,,,,,,
10/24/2006,35.975498,107.194969,0.45%,0.30%,,,,,,,
10/25/2006,36.177902,107.560364,0.56%,0.34%,,,,,,,
10/26/2006,36.489956,107.894638,0.86%,0.31%,,,,,,,
10/27/2006,36.009232,107.218246,-1.32%,-0.63%,,,,,,,
10/30/2006,35.96283,107.140533,-0.13%,-0.07%,,,,,,,
10/31/2006,35.844761,107.124977,-0.33%,-0.01%,,,,,,,
11/1/2006,35.418831,106.401939,-1.19%,-0.67%,,,,,,,
11/2/2006,35.389309,106.339745,-0.08%,-0.06%,,,,,,,
11/3/2006,35.170036,106.15316,-0.62%,-0.18%,,,,,,,
11/6/2006,36.026093,107.350441,2.43%,1.13%,,,,,,,
11/7/2006,36.215851,107.762474,0.53%,0.38%,,,,,,,
11/8/2006,36.452,107.995735,0.65%,0.22%,,,,,,,
11/9/2006,36.034531,107.428169,-1.15%,-0.53%,,,,,,,
11/10/2006,36.097775,107.474861,0.18%,0.04%,,,,,,,
11/13/2006,36.245365,107.739174,0.41%,0.25%,,,,,,,
11/14/2006,36.759846,108.547714,1.42%,0.75%,,,,,,,
11/15/2006,37.021301,108.858673,0.71%,0.29%,,,,,,,
11/16/2006,37.181553,109.138573,0.43%,0.26%,,,,,,,
11/17/2006,37.173122,109.16964,-0.02%,0.03%,,,,,,,
11/20/2006,37.152031,109.231888,-0.06%,0.06%,,,,,,,
11/21/2006,37.265911,109.340698,0.31%,0.10%,,,,,,,
11/22/2006,37.426151,109.558403,0.43%,0.20%,,,,,,,
11/24/2006,37.130943,109.115242,-0.79%,-0.40%,,,,,,,
11/27/2006,36.139954,107.614738,-2.67%,-1.38%,,,,,,,
11/28/2006,36.363453,108.081276,0.62%,0.43%,,,,,,,
11/29/2006,37.017101,109.208534,1.80%,1.04%,,,,,,,
11/30/2006,37.046604,109.255196,0.08%,0.04%,,,,,,,
12/1/2006,36.87793,109.014168,-0.46%,-0.22%,,,,,,,
12/4/2006,37.468307,109.846062,1.60%,0.76%,,,,,,,
12/5/2006,37.771935,110.320259,0.81%,0.43%,,,,,,,
12/6/2006,37.662296,110.227013,-0.29%,-0.08%,,,,,,,
12/7/2006,37.396622,109.744987,-0.71%,-0.44%,,,,,,,
12/8/2006,37.472527,109.947121,0.20%,0.18%,,,,,,,
12/11/2006,37.666512,110.265877,0.52%,0.29%,,,,,,,
12/12/2006,37.599045,110.180359,-0.18%,-0.08%,,,,,,,
12/13/2006,37.784603,110.296974,0.49%,0.11%,,,,,,,
12/14/2006,38.290619,111.268791,1.34%,0.88%,,,,,,,
12/15/2006,38.450886,111.278961,0.42%,0.01%,,,,,,,
12/18/2006,38.206295,110.974052,-0.64%,-0.27%,,,,,,,
12/19/2006,38.412926,111.185143,0.54%,0.19%,,,,,,,
12/20/2006,38.266392,111.122551,-0.38%,-0.06%,,,,,,,
12/21/2006,38.03756,110.716057,-0.60%,-0.37%,,,,,,,
12/22/2006,37.496304,110.035904,-1.42%,-0.61%,,,,,,,
12/26/2006,37.993557,110.684776,1.33%,0.59%,,,,,,,
12/27/2006,38.526031,111.411888,1.40%,0.66%,,,,,,,
12/28/2006,38.372002,111.177345,-0.40%,-0.21%,,,,,,,
12/29/2006,37.975956,110.716057,-1.03%,-0.41%,,,,,,,
1/3/2007,37.729538,110.520622,-0.65%,-0.18%,,,,,,,
1/4/2007,37.923172,110.755142,0.51%,0.21%,,,,,,,
1/5/2007,37.324688,109.871742,-1.58%,-0.80%,,,,,,,
1/8/2007,37.637123,110.379898,0.84%,0.46%,,,,,,,
1/9/2007,37.540321,110.286095,-0.26%,-0.08%,,,,,,,
1/10/2007,37.711945,110.653534,0.46%,0.33%,,,,,,,
1/11/2007,38.165192,111.138237,1.20%,0.44%,,,,,,,
1/12/2007,38.614017,111.982559,1.18%,0.76%,,,,,,,
1/16/2007,38.556828,111.763649,-0.15%,-0.20%,,,,,,,
1/17/2007,38.539219,111.810555,-0.05%,0.04%,,,,,,,
1/18/2007,38.217987,111.435295,-0.83%,-0.34%,,,,,,,
1/19/2007,38.446812,111.654213,0.60%,0.20%,,,,,,,
1/22/2007,38.03318,111.310234,-1.08%,-0.31%,,,,,,,
1/23/2007,38.301605,111.638573,0.71%,0.29%,,,,,,,
1/24/2007,38.900051,112.537621,1.56%,0.81%,,,,,,,
1/25/2007,38.116783,111.216415,-2.01%,-1.17%,,,,,,,
1/26/2007,38.019958,111.114777,-0.25%,-0.09%,,,,,,,
1/29/2007,37.905556,111.052261,-0.30%,-0.06%,,,,,,,
1/30/2007,38.305984,111.630768,1.06%,0.52%,,,,,,,
1/31/2007,38.781246,112.381241,1.24%,0.67%,,,,,,,
2/1/2007,39.234497,113.053604,1.17%,0.60%,,,,,,,
2/2/2007,39.366501,113.209953,0.34%,0.14%,,,,,,,
2/5/2007,39.313686,113.241241,-0.13%,0.03%,,,,,,,
2/6/2007,39.313686,113.272507,0.00%,0.03%,,,,,,,
2/7/2007,39.450092,113.522705,0.35%,0.22%,,,,,,,
2/8/2007,39.370903,113.374123,-0.20%,-0.13%,,,,,,,
2/9/2007,38.904465,112.529793,-1.18%,-0.74%,,,,,,,
2/12/2007,38.578838,112.146744,-0.84%,-0.34%,,,,,,,
2/13/2007,39.17289,113.092674,1.54%,0.84%,,,,,,,
2/14/2007,39.766945,113.835381,1.52%,0.66%,,,,,,,
2/15/2007,39.758148,113.983955,-0.02%,0.13%,,,,,,,
2/16/2007,39.749348,113.929207,-0.02%,-0.05%,,,,,,,
2/20/2007,39.938576,114.171501,0.48%,0.21%,,,,,,,
2/21/2007,39.863754,114.124641,-0.19%,-0.04%,,,,,,,
2/22/2007,39.793358,114.038605,-0.18%,-0.08%,,,,,,,
2/23/2007,39.577724,113.59301,-0.54%,-0.39%,,,,,,,
2/26/2007,39.476517,113.491379,-0.26%,-0.09%,,,,,,,
2/27/2007,36.308186,109.058693,-8.03%,-3.91%,,,,,,,
2/28/2007,37.007862,110.176605,1.93%,1.03%,,,,,,,
3/1/2007,36.911045,109.848312,-0.26%,-0.30%,,,,,,,
3/2/2007,35.863754,108.409782,-2.84%,-1.31%,,,,,,,
3/5/2007,35.155266,107.377892,-1.98%,-0.95%,,,,,,,
3/6/2007,36.369804,109.215012,3.45%,1.71%,,,,,,,
3/7/2007,36.228981,109.105598,-0.39%,-0.10%,,,,,,,
3/8/2007,36.655823,110.028084,1.18%,0.85%,,,,,,,
3/9/2007,36.80983,110.059357,0.42%,0.03%,,,,,,,
3/12/2007,37.007862,110.223549,0.54%,0.15%,,,,,,,
3/13/2007,35.498501,108.081444,-4.08%,-1.94%,,,,,,,
3/14/2007,36.035358,108.886703,1.51%,0.75%,,,,,,,
3/15/2007,36.202572,109.035248,0.46%,0.14%,,,,,,,
3/16/2007,35.894535,108.729942,-0.85%,-0.28%,,,,,,,
3/19/2007,36.774647,110.040672,2.45%,1.21%,,,,,,,
3/20/2007,37.201481,110.64505,1.16%,0.55%,,,,,,,
3/21/2007,38.429211,112.465942,3.30%,1.65%,,,,,,,
3/22/2007,38.411602,112.379616,-0.05%,-0.08%,,,,,,,
3/23/2007,38.42041,112.544464,0.02%,0.15%,,,,,,,
3/26/2007,38.499619,112.395317,0.21%,-0.13%,,,,,,,
3/27/2007,38.115673,112.128464,-1.00%,-0.24%,,,,,,,
3/28/2007,37.55521,111.31221,-1.47%,-0.73%,,,,,,,
3/29/2007,37.731743,111.429932,0.47%,0.11%,,,,,,,
3/30/2007,37.709675,111.453484,-0.06%,0.02%,,,,,,,
4/2/2007,37.797928,111.579048,0.23%,0.11%,,,,,,,
4/3/2007,38.543743,112.779945,1.97%,1.08%,,,,,,,
4/4/2007,38.592285,112.90551,0.13%,0.11%,,,,,,,
4/5/2007,38.839436,113.211586,0.64%,0.27%,,,,,,,
4/9/2007,38.949749,113.368591,0.28%,0.14%,,,,,,,
4/10/2007,38.989464,113.502007,0.10%,0.12%,,,,,,,
4/11/2007,38.552578,113.038933,-1.12%,-0.41%,,,,,,,
4/12/2007,39.05566,113.541229,1.30%,0.44%,,,,,,,
4/13/2007,39.338081,114.059311,0.72%,0.46%,,,,,,,
4/16/2007,40.079487,115.142372,1.88%,0.95%,,,,,,,
4/17/2007,40.269249,115.448547,0.47%,0.27%,,,,,,,
4/18/2007,40.295723,115.589813,0.07%,0.12%,,,,,,,
4/19/2007,40.322205,115.558411,0.07%,-0.03%,,,,,,,
4/20/2007,41.006229,116.649353,1.70%,0.94%,,,,,,,
4/23/2007,40.803242,116.209816,-0.50%,-0.38%,,,,,,,
4/24/2007,40.820877,116.256996,0.04%,0.04%,,,,,,,
4/25/2007,41.526966,117.324387,1.73%,0.92%,,,,,,,
4/26/2007,41.65937,117.457809,0.32%,0.11%,,,,,,,
4/27/2007,41.518147,117.363632,-0.34%,-0.08%,,,,,,,
4/30/2007,40.940033,116.390343,-1.39%,-0.83%,,,,,,,
5/1/2007,41.041542,116.688644,0.25%,0.26%,,,,,,,
5/2/2007,41.540218,117.371475,1.22%,0.59%,,,,,,,
5/3/2007,41.915325,118.007263,0.90%,0.54%,,,,,,,
5/4/2007,42.21101,118.454613,0.71%,0.38%,,,,,,,
5/7/2007,42.237484,118.478165,0.06%,0.02%,,,,,,,
5/8/2007,42.188946,118.32119,-0.11%,-0.13%,,,,,,,
5/9/2007,42.466972,118.64299,0.66%,0.27%,,,,,,,
5/10/2007,41.504902,117.402901,-2.27%,-1.05%,,,,,,,
5/11/2007,42.153622,118.407547,1.56%,0.86%,,,,,,,
5/14/2007,41.99918,118.148529,-0.37%,-0.22%,,,,,,,
5/15/2007,41.884438,118.179947,-0.27%,0.03%,,,,,,,
5/16/2007,42.555241,118.988342,1.60%,0.68%,,,,,,,
5/17/2007,42.449314,118.752892,-0.25%,-0.20%,,,,,,,
5/18/2007,43.089195,119.788918,1.51%,0.87%,,,,,,,
5/21/2007,43.027424,119.726151,-0.14%,-0.05%,,,,,,,
5/22/2007,43.102448,119.631935,0.17%,-0.08%,,,,,,,
5/23/2007,43.053886,119.647652,-0.11%,0.01%,,,,,,,
5/24/2007,42.144802,118.564529,-2.11%,-0.91%,,,,,,,
5/25/2007,42.475788,119.058975,0.79%,0.42%,,,,,,,
5/29/2007,42.802345,119.490707,0.77%,0.36%,,,,,,,
5/30/2007,43.508442,120.463921,1.65%,0.81%,,,,,,,
5/31/2007,43.464314,120.338364,-0.10%,-0.10%,,,,,,,
6/1/2007,43.804127,120.934868,0.78%,0.50%,,,,,,,
6/4/2007,43.808533,120.950539,0.01%,0.01%,,,,,,,
6/5/2007,43.459904,120.471779,-0.80%,-0.40%,,,,,,,
6/6/2007,42.493435,119.176704,-2.22%,-1.08%,,,,,,,
6/7/2007,41.054783,117.026169,-3.39%,-1.80%,,,,,,,
6/8/2007,41.968281,118.548782,2.23%,1.30%,,,,,,,
6/11/2007,42.21101,118.752892,0.58%,0.17%,,,,,,,
6/12/2007,41.173931,117.457809,-2.46%,-1.09%,,,,,,,
6/13/2007,42.453716,119.215988,3.11%,1.50%,,,,,,,
6/14/2007,42.917103,119.977303,1.09%,0.64%,,,,,,,
6/15/2007,43.398117,120.65992,1.12%,0.57%,,,,,,,
6/18/2007,43.292206,120.518036,-0.24%,-0.12%,,,,,,,
6/19/2007,43.481976,120.817581,0.44%,0.25%,,,,,,,
6/20/2007,42.286022,119.13858,-2.75%,-1.39%,,,,,,,
6/21/2007,42.793533,119.800682,1.20%,0.56%,,,,,,,
6/22/2007,42.00359,118.673531,-1.85%,-0.94%,,,,,,,
6/25/2007,41.579922,118.105957,-1.01%,-0.48%,,,,,,,
6/26/2007,40.828869,116.892044,-1.81%,-1.03%,,,,,,,
6/27/2007,41.966316,118.555244,2.79%,1.42%,,,,,,,
6/28/2007,41.873371,118.539513,-0.22%,-0.01%,,,,,,,
6/29/2007,41.82468,118.578911,-0.12%,0.03%,,,,,,,
7/2/2007,42.652321,119.650955,1.98%,0.90%,,,,,,,
7/3/2007,42.86919,120.084473,0.51%,0.36%,,,,,,,
7/5/2007,42.767399,119.958389,-0.24%,-0.10%,,,,,,,
7/6/2007,43.218834,120.588997,1.06%,0.53%,,,,,,,
7/9/2007,43.232136,120.683594,0.03%,0.08%,,,,,,,
7/10/2007,41.917637,118.965164,-3.04%,-1.42%,,,,,,,
7/11/2007,42.630203,119.808609,1.70%,0.71%,,,,,,,
7/12/2007,44.06419,121.700478,3.36%,1.58%,,,,,,,
7/13/2007,44.329746,122.063065,0.60%,0.30%,,,,,,,
7/16/2007,44.25449,122.047241,-0.17%,-0.01%,,,,,,,
7/17/2007,44.170418,121.984177,-0.19%,-0.05%,,,,,,,
7/18/2007,44.04649,121.763504,-0.28%,-0.18%,,,,,,,
7/19/2007,44.316467,122.23645,0.61%,0.39%,,,,,,,
7/20/2007,43.369316,120.998878,-2.14%,-1.01%,,,,,,,
7/23/2007,43.692413,121.369339,0.74%,0.31%,,,,,,,
7/24/2007,42.236298,119.264694,-3.33%,-1.73%,,,,,,,
7/25/2007,42.355801,119.509064,0.28%,0.20%,,,,,,,
7/26/2007,40.342003,116.679192,-4.75%,-2.37%,,,,,,,
7/27/2007,38.877029,114.385338,-3.63%,-1.97%,,,,,,,
7/30/2007,39.921558,116.174698,2.69%,1.56%,,,,,,,
7/31/2007,38.881462,114.866142,-2.61%,-1.13%,,,,,,,
8/1/2007,39.403732,115.425842,1.34%,0.49%,,,,,,,
8/2/2007,39.952538,116.348129,1.39%,0.80%,,,,,,,
8/3/2007,37.708607,113.352684,-5.62%,-2.57%,,,,,,,
8/6/2007,39.19128,115.252419,3.93%,1.68%,,,,,,,
8/7/2007,39.921558,116.482101,1.86%,1.07%,,,,,,,
8/8/2007,41.050144,118.105957,2.83%,1.39%,,,,,,,
8/9/2007,38.700008,114.606064,-5.73%,-2.96%,,,,,,,
8/10/2007,38.151196,114.070045,-1.42%,-0.47%,,,,,,,
8/13/2007,38.531822,114.479942,1.00%,0.36%,,,,,,,
8/14/2007,37.25275,112.729965,-3.32%,-1.53%,,,,,,,
8/15/2007,36.32774,111.177063,-2.48%,-1.38%,,,,,,,
8/16/2007,36.712772,112.012604,1.06%,0.75%,,,,,,,
8/17/2007,38.22644,114.070045,4.12%,1.84%,,,,,,,
8/20/2007,38.129086,114.014862,-0.25%,-0.05%,,,,,,,
8/21/2007,38.275124,114.243431,0.38%,0.20%,,,,,,,
8/22/2007,39.102776,115.599289,2.16%,1.19%,,,,,,,
8/23/2007,39.027523,115.496765,-0.19%,-0.09%,,,,,,,
8/24/2007,39.921558,116.923553,2.29%,1.24%,,,,,,,
8/27/2007,39.235554,115.83577,-1.72%,-0.93%,,,,,,,
8/28/2007,37.611237,113.289642,-4.14%,-2.20%,,,,,,,
8/29/2007,38.956699,115.512543,3.58%,1.96%,,,,,,,
8/30/2007,38.748703,115.205093,-0.53%,-0.27%,,,,,,,
8/31/2007,39.310776,116.340233,1.45%,0.99%,,,,,,,
9/4/2007,40.328743,117.514732,2.59%,1.01%,,,,,,,
9/5/2007,39.4347,116.497879,-2.22%,-0.87%,,,,,,,
9/6/2007,39.828602,116.76593,1.00%,0.23%,,,,,,,
9/7/2007,38.633625,115.142097,-3.00%,-1.39%,,,,,,,
9/10/2007,38.37693,114.921364,-0.66%,-0.19%,,,,,,,
9/11/2007,39.4347,116.261421,2.76%,1.17%,,,,,,,
9/12/2007,39.611736,116.560966,0.45%,0.26%,,,,,,,
9/13/2007,40.036629,117.380737,1.07%,0.70%,,,,,,,
9/14/2007,40.098591,117.372841,0.15%,-0.01%,,,,,,,
9/17/2007,39.585194,116.742279,-1.28%,-0.54%,,,,,,,
9/18/2007,41.917637,120.179077,5.89%,2.94%,,,,,,,
9/19/2007,42.475292,120.888489,1.33%,0.59%,,,,,,,
9/20/2007,41.913204,120.03714,-1.32%,-0.70%,,,,,,,
9/21/2007,42.045994,120.36113,0.32%,0.27%,,,,,,,
9/24/2007,41.957478,120.139366,-0.21%,-0.18%,,,,,,,
9/25/2007,41.82169,119.901772,-0.32%,-0.20%,,,,,,,
9/26/2007,42.13229,120.53537,0.74%,0.53%,,,,,,,
9/27/2007,42.642593,121.248184,1.21%,0.59%,,,,,,,
9/28/2007,42.36747,120.844269,-0.65%,-0.33%,,,,,,,
10/1/2007,43.414673,122.20649,2.47%,1.13%,,,,,,,
10/2/2007,43.299316,122.040184,-0.27%,-0.14%,,,,,,,
10/3/2007,42.993153,121.794662,-0.71%,-0.20%,,,,,,,
10/4/2007,43.130684,121.984779,0.32%,0.16%,,,,,,,
10/5/2007,44.169029,123.434105,2.41%,1.19%,,,,,,,
10/8/2007,43.711987,122.776779,-1.03%,-0.53%,,,,,,,
10/9/2007,44.421951,123.933067,1.62%,0.94%,,,,,,,
10/10/2007,44.235577,123.727135,-0.42%,-0.17%,,,,,,,
10/11/2007,43.907215,123.133148,-0.74%,-0.48%,,,,,,,
10/12/2007,44.324318,123.814285,0.95%,0.55%,,,,,,,
10/15/2007,43.636543,122.768791,-1.55%,-0.84%,,,,,,,
10/16/2007,43.117382,121.794662,-1.19%,-0.79%,,,,,,,
10/17/2007,43.197266,122.166924,0.19%,0.31%,,,,,,,
10/18/2007,42.939899,121.723381,-0.60%,-0.36%,,,,,,,
10/19/2007,40.512676,118.539574,-5.65%,-2.62%,,,,,,,
10/22/2007,41.089527,119.228607,1.42%,0.58%,,,,,,,
10/23/2007,41.511078,120.194794,1.03%,0.81%,,,,,,,
10/24/2007,41.577633,119.973045,0.16%,-0.18%,,,,,,,
10/25/2007,41.74181,120.258163,0.39%,0.24%,,,,,,,
10/26/2007,42.718014,121.667923,2.34%,1.17%,,,,,,,
10/29/2007,42.899956,122.071884,0.43%,0.33%,,,,,,,
10/30/2007,42.300919,121.224388,-1.40%,-0.69%,,,,,,,
10/31/2007,43.259377,122.483704,2.27%,1.04%,,,,,,,
11/1/2007,41.191582,119.616638,-4.78%,-2.34%,,,,,,,
11/2/2007,41.289207,119.751312,0.24%,0.11%,,,,,,,
11/5/2007,40.570362,118.840508,-1.74%,-0.76%,,,,,,,
11/6/2007,41.768433,120.440361,2.95%,1.35%,,,,,,,
11/7/2007,39.554207,117.14563,-5.30%,-2.74%,,,,,,,
11/8/2007,39.03949,116.551582,-1.30%,-0.51%,,,,,,,
11/9/2007,38.054417,114.951683,-2.52%,-1.37%,,,,,,,
11/12/2007,37.406551,113.811218,-1.70%,-0.99%,,,,,,,
11/13/2007,39.536457,117.280266,5.69%,3.05%,,,,,,,
11/14/2007,39.106049,116.955467,-1.09%,-0.28%,,,,,,,
11/15/2007,38.112087,115.26857,-2.54%,-1.44%,,,,,,,
11/16/2007,38.125408,115.466537,0.03%,0.17%,,,,,,,
11/19/2007,37.007191,113.858742,-2.93%,-1.39%,,,,,,,
11/20/2007,37.43317,114.55574,1.15%,0.61%,,,,,,,
11/21/2007,36.02211,112.21138,-3.77%,-2.05%,,,,,,,
11/23/2007,37.095947,114.151817,2.98%,1.73%,,,,,,,
11/26/2007,35.676003,111.633247,-3.83%,-2.21%,,,,,,,
11/27/2007,36.527969,112.916275,2.39%,1.15%,,,,,,,
11/28/2007,38.61795,116.527855,5.72%,3.20%,,,,,,,
11/29/2007,38.751068,116.567421,0.34%,0.03%,,,,,,,
11/30/2007,39.580849,117.739594,2.14%,1.01%,,,,,,,
12/3/2007,38.893047,116.963402,-1.74%,-0.66%,,,,,,,
12/4/2007,38.338387,115.917992,-1.43%,-0.89%,,,,,,,
12/5/2007,39.532036,117.858414,3.11%,1.67%,,,,,,,
12/6/2007,40.636921,119.545349,2.79%,1.43%,,,,,,,
12/7/2007,40.734547,119.521645,0.24%,-0.02%,,,,,,,
12/10/2007,41.231525,120.448219,1.22%,0.78%,,,,,,,
12/11/2007,39.048359,117.14563,-5.29%,-2.74%,,,,,,,
12/12/2007,39.736145,118.301941,1.76%,0.99%,,,,,,,
12/13/2007,39.722836,118.056389,-0.03%,-0.21%,,,,,,,
12/14/2007,38.569134,116.559486,-2.90%,-1.27%,,,,,,,
12/17/2007,37.339989,114.896301,-3.19%,-1.43%,,,,,,,
12/18/2007,37.814785,115.537811,1.27%,0.56%,,,,,,,
12/19/2007,37.872463,115.537811,0.15%,0.00%,,,,,,,
12/20/2007,38.238213,116.266457,0.97%,0.63%,,,,,,,
12/21/2007,39.494431,117.94252,3.29%,1.44%,,,,,,,
12/24/2007,40.120224,118.818314,1.58%,0.74%,,,,,,,
12/26/2007,40.097042,119.07312,-0.06%,0.21%,,,,,,,
12/27/2007,39.054062,117.576202,-2.60%,-1.26%,,,,,,,
12/28/2007,38.952076,117.281654,-0.26%,-0.25%,,,,,,,
12/31/2007,38.381912,116.413773,-1.46%,-0.74%,,,,,,,
1/2/2008,37.579975,115.394623,-2.09%,-0.88%,,,,,,,
1/3/2008,37.566063,115.338898,-0.04%,-0.05%,,,,,,,
1/4/2008,35.786034,112.512344,-4.74%,-2.45%,,,,,,,
1/7/2008,35.693314,112.416801,-0.26%,-0.08%,,,,,,,
1/8/2008,34.464912,110.60144,-3.44%,-1.61%,,,,,,,
1/9/2008,35.239048,111.763863,2.25%,1.05%,,,,,,,
1/10/2008,35.786034,112.496391,1.55%,0.66%,,,,,,,
1/11/2008,35.11853,111.588753,-1.87%,-0.81%,,,,,,,
1/14/2008,35.735054,112.488449,1.76%,0.81%,,,,,,,
1/15/2008,34.052361,110.012245,-4.71%,-2.20%,,,,,,,
1/16/2008,33.602711,109.064751,-1.32%,-0.86%,,,,,,,
1/17/2008,31.739254,106.238182,-5.55%,-2.59%,,,,,,,
1/18/2008,31.090282,105.147377,-2.04%,-1.03%,,,,,,,
1/22/2008,30.418125,104.08049,-2.16%,-1.01%,,,,,,,
1/23/2008,31.971016,106.580589,5.11%,2.40%,,,,,,,
